RecordID,Date,Player,Team,Positive,Neutral,Negative,PopularityScore
7583,2024-05-25,Suryakumar Yadav,Australia,94,7,0,9.8
7584,2024-05-01,Steve Smith,India,80,11,9,8.6
7585,2023-12-20,Rahmanullah Gurbaz,West Indies,71,11,18,7.7
7586,2023-09-21,Hardik Pandya,West Indies,77,15,8,8.4
7587,2023-03-08,Andre Russell,England,59,15,26,6.7
7588,2025-04-06,Ben Stokes,Bangladesh,55,8,37,5.9
7589,2025-04-04,Rahmanullah Gurbaz,England,87,12,1,9.3
7590,2025-06-04,Angelo Mathews,Bangladesh,60,10,30,6.5
7591,2023-02-08,Mustafizur Rahman,Sri Lanka,82,16,2,9.0
7592,2024-08-04,Mitchell Starc,New Zealand,58,3,39,5.9
7593,2024-10-01,Yashasvi Jaiswal,Sri Lanka,58,8,34,6.2
7594,2024-09-02,Devon Conway,Afghanistan,73,14,13,8.0
7595,2023-06-10,Joe Root,Sri Lanka,68,8,24,7.2
7596,2023-01-20,Rahmanullah Gurbaz,Sri Lanka,71,5,24,7.3
7597,2023-05-19,Wanindu Hasaranga,India,62,10,28,6.7
7598,2023-02-28,Babar Azam,Australia,66,16,18,7.4
7599,2024-10-11,Rahmanullah Gurbaz,India,74,17,9,8.2
7600,2024-04-12,Jonny Bairstow,South Africa,60,7,33,6.3
7601,2024-02-05,Kagiso Rabada,England,83,7,10,8.7
7602,2023-08-01,Shimron Hetmyer,Australia,66,13,21,7.2
7603,2024-03-03,Jofra Archer,West Indies,95,18,0,10.4
7604,2023-08-07,Harry Brook,West Indies,85,11,4,9.1
7605,2025-04-27,Wanindu Hasaranga,Bangladesh,94,5,1,9.7
7606,2024-03-07,Quinton de Kock,India,92,16,0,10.0
7607,2023-12-14,Ben Stokes,West Indies,66,19,15,7.5
7608,2024-09-24,Temba Bavuma,India,84,18,0,9.3
7609,2025-05-26,Mohammed Shami,Sri Lanka,89,12,0,9.5
7610,2024-04-04,Tom Latham,England,91,10,0,9.6
7611,2023-12-14,Tom Latham,England,87,20,0,9.7
7612,2023-02-20,Glenn Maxwell,West Indies,57,3,40,5.8
7613,2024-07-17,Mustafizur Rahman,Bangladesh,92,20,0,10.2
7614,2024-02-16,David Warner,New Zealand,86,5,9,8.8
7615,2023-06-22,Trent Boult,South Africa,58,4,38,6.0
7616,2025-02-09,Babar Azam,Australia,62,6,32,6.5
7617,2024-03-25,Devon Conway,India,80,6,14,8.3
7618,2024-08-18,Mujeeb Ur Rahman,Sri Lanka,84,5,11,8.7
7619,2024-10-11,KL Rahul,New Zealand,83,3,14,8.4
7620,2023-12-12,Kane Williamson,Bangladesh,62,8,30,6.6
7621,2023-01-29,Pat Cummins,Australia,70,18,12,7.9
7622,2025-05-30,Harry Brook,Sri Lanka,60,17,23,6.9
7623,2023-02-24,Pat Cummins,Australia,67,6,27,7.0
7624,2025-03-19,Nicholas Pooran,India,89,14,0,9.6
7625,2023-05-12,Litton Das,Australia,82,13,5,8.8
7626,2024-01-31,MS Dhoni,South Africa,64,13,23,7.0
7627,2024-05-20,Rahmanullah Gurbaz,Afghanistan,72,19,9,8.1
7628,2024-03-13,Jasprit Bumrah,West Indies,88,8,4,9.2
7629,2025-01-21,Tom Latham,Bangladesh,93,18,0,10.2
7630,2023-03-23,Mohammed Shami,Australia,77,13,10,8.3
7631,2025-04-08,Wanindu Hasaranga,India,91,4,5,9.3
7632,2023-09-29,Mohammad Rizwan,Bangladesh,79,7,14,8.2
7633,2024-09-06,Shubman Gill,Afghanistan,79,3,18,8.1
7634,2024-03-22,Jason Holder,Australia,76,16,8,8.4
7635,2024-04-17,Shakib Al Hasan,South Africa,84,13,3,9.1
7636,2023-05-07,Babar Azam,England,78,8,14,8.2
7637,2023-04-16,Aiden Markram,South Africa,82,3,15,8.3
7638,2025-04-25,Mohammad Rizwan,Bangladesh,78,20,2,8.8
7639,2024-07-22,Angelo Mathews,England,55,13,32,6.2
7640,2023-11-18,Babar Azam,India,91,19,0,10.0
7641,2024-05-05,Suryakumar Yadav,England,66,5,29,6.9
7642,2023-04-01,Trent Boult,South Africa,71,8,21,7.5
7643,2024-04-20,Kane Williamson,West Indies,61,16,23,6.9
7644,2024-08-15,Nicholas Pooran,South Africa,75,13,12,8.1
7645,2023-07-18,Ben Stokes,England,60,6,34,6.3
7646,2024-12-11,Virat Kohli,West Indies,63,10,27,6.8
7647,2023-04-15,David Warner,Australia,85,3,12,8.7
7648,2024-04-27,Yashasvi Jaiswal,West Indies,64,8,28,6.8
7649,2024-03-20,Yashasvi Jaiswal,Sri Lanka,73,10,17,7.8
7650,2023-05-20,Trent Boult,Australia,62,11,27,6.8
7651,2024-12-30,Shubman Gill,Australia,94,6,0,9.7
7652,2024-03-31,Jasprit Bumrah,South Africa,73,9,18,7.8
7653,2023-09-26,Nicholas Pooran,Australia,69,13,18,7.5
7654,2023-03-01,Devon Conway,West Indies,64,5,31,6.7
7655,2025-03-15,Rahmanullah Gurbaz,India,80,10,10,8.5
7656,2024-06-06,Pat Cummins,South Africa,80,13,7,8.7
7657,2023-07-23,Kane Williamson,Australia,90,3,7,9.2
7658,2024-09-27,Babar Azam,Pakistan,58,8,34,6.2
7659,2023-04-12,Suryakumar Yadav,Sri Lanka,75,17,8,8.3
7660,2024-08-01,Quinton de Kock,India,62,13,25,6.9
7661,2024-07-04,Rashid Khan,Sri Lanka,68,7,25,7.1
7662,2023-04-28,Travis Head,New Zealand,91,17,0,9.9
7663,2023-02-28,Temba Bavuma,South Africa,61,3,36,6.2
7664,2024-11-22,Ravindra Jadeja,South Africa,81,6,13,8.4
7665,2023-06-21,Rishabh Pant,West Indies,90,20,0,10.0
7666,2023-10-07,Andre Russell,Sri Lanka,80,16,4,8.8
7667,2023-02-25,Litton Das,Bangladesh,77,18,5,8.6
7668,2023-01-17,Glenn Maxwell,Pakistan,75,9,16,8.0
7669,2024-10-13,Nicholas Pooran,England,82,17,1,9.1
7670,2023-05-21,Glenn Maxwell,India,76,14,10,8.3
7671,2024-03-22,MS Dhoni,Sri Lanka,74,6,20,7.7
7672,2023-05-05,Rahmanullah Gurbaz,Pakistan,58,20,22,6.8
7673,2023-01-30,MS Dhoni,Bangladesh,69,8,23,7.3
7674,2023-03-10,Shaheen Afridi,West Indies,80,16,4,8.8
7675,2025-05-10,Joe Root,Bangladesh,78,18,4,8.7
7676,2023-12-26,Rashid Khan,Pakistan,86,17,0,9.4
7677,2024-08-03,Shimron Hetmyer,England,89,10,1,9.4
7678,2023-12-20,Shaheen Afridi,Australia,74,15,11,8.1
7679,2024-12-08,Mohammad Rizwan,Pakistan,86,6,8,8.9
7680,2023-07-16,Suryakumar Yadav,Sri Lanka,60,20,20,7.0
7681,2023-01-12,Aiden Markram,Bangladesh,89,7,4,9.2
7682,2024-11-27,Shakib Al Hasan,Australia,73,20,7,8.3
7683,2025-02-09,Steve Smith,Australia,75,19,6,8.4
7684,2024-08-14,Aiden Markram,Pakistan,79,9,12,8.3
7685,2023-07-17,Rishabh Pant,India,92,16,0,10.0
7686,2024-10-08,Suryakumar Yadav,Australia,56,8,36,6.0
7687,2024-05-09,Virat Kohli,West Indies,71,17,12,8.0
7688,2024-05-20,Yashasvi Jaiswal,Pakistan,77,6,17,8.0
7689,2024-05-04,Babar Azam,Australia,94,11,0,9.9
7690,2023-04-06,Rishabh Pant,Australia,69,14,17,7.6
7691,2024-04-08,Mitchell Starc,Afghanistan,83,7,10,8.7
7692,2024-09-09,Devon Conway,New Zealand,58,3,39,5.9
7693,2023-02-20,Travis Head,New Zealand,88,15,0,9.5
7694,2025-04-16,Temba Bavuma,India,68,6,26,7.1
7695,2023-09-06,Steve Smith,West Indies,75,19,6,8.4
7696,2024-01-12,Devon Conway,New Zealand,67,14,19,7.4
7697,2025-02-21,Devon Conway,Sri Lanka,94,4,2,9.6
7698,2025-05-10,MS Dhoni,Bangladesh,89,17,0,9.8
7699,2023-01-30,Shakib Al Hasan,Afghanistan,65,12,23,7.1
7700,2024-11-09,Pat Cummins,England,76,16,8,8.4
7701,2025-06-10,Suryakumar Yadav,New Zealand,73,12,15,7.9
7702,2023-04-08,Shaheen Afridi,India,94,6,0,9.7
7703,2023-04-25,Mohammad Rizwan,South Africa,65,12,23,7.1
7704,2023-08-22,Ravindra Jadeja,England,90,15,0,9.8
7705,2023-11-07,Tom Latham,New Zealand,88,13,0,9.4
7706,2025-04-16,Mohammed Shami,Australia,91,16,0,9.9
7707,2024-02-21,Litton Das,Pakistan,64,17,19,7.2
7708,2024-05-26,KL Rahul,England,87,11,2,9.2
7709,2023-12-14,Tom Latham,England,89,12,0,9.5
7710,2025-04-08,Harry Brook,West Indies,59,4,37,6.1
7711,2024-10-16,Joe Root,South Africa,92,3,5,9.4
7712,2024-08-27,Pat Cummins,Pakistan,60,3,37,6.2
7713,2023-06-10,Litton Das,Afghanistan,77,10,13,8.2
7714,2023-06-08,Jos Buttler,England,61,10,29,6.6
7715,2023-04-19,Aiden Markram,New Zealand,68,5,27,7.0
7716,2023-02-11,Shubman Gill,Sri Lanka,91,16,0,9.9
7717,2023-04-19,Shubman Gill,Australia,68,4,28,7.0
7718,2024-02-29,Rahmanullah Gurbaz,Sri Lanka,70,12,18,7.6
7719,2025-02-15,Travis Head,Pakistan,69,15,16,7.7
7720,2024-05-31,Nicholas Pooran,South Africa,57,4,39,5.9
7721,2024-05-18,Steve Smith,Sri Lanka,71,10,19,7.6
7722,2023-07-30,Devon Conway,Afghanistan,66,19,15,7.5
7723,2024-05-07,Kane Williamson,Pakistan,62,14,24,6.9
7724,2024-01-18,Travis Head,West Indies,95,8,0,9.9
7725,2025-05-17,Fakhar Zaman,England,82,7,11,8.6
7726,2023-10-22,David Warner,South Africa,63,14,23,7.0
7727,2025-04-13,Kane Williamson,New Zealand,78,6,16,8.1
7728,2024-04-16,Harry Brook,Pakistan,85,5,10,8.8
7729,2023-11-06,David Warner,England,74,14,12,8.1
7730,2024-04-19,Fakhar Zaman,Australia,65,20,15,7.5
7731,2023-07-14,Shubman Gill,Bangladesh,82,18,0,9.1
7732,2025-05-21,Jasprit Bumrah,England,71,12,17,7.7
7733,2023-03-19,Mitchell Starc,South Africa,86,7,7,8.9
7734,2023-04-22,Jonny Bairstow,Afghanistan,79,18,3,8.8
7735,2024-10-01,Wanindu Hasaranga,South Africa,60,19,21,6.9
7736,2024-06-16,Kagiso Rabada,Australia,91,4,5,9.3
7737,2025-02-24,David Warner,Afghanistan,77,4,19,7.9
7738,2023-01-21,Jason Holder,England,76,4,20,7.8
7739,2025-01-24,Andre Russell,New Zealand,89,19,0,9.8
7740,2024-02-19,Ben Stokes,Bangladesh,74,7,19,7.8
7741,2023-07-12,Angelo Mathews,New Zealand,95,8,0,9.9
7742,2024-03-19,Rohit Sharma,India,89,12,0,9.5
7743,2024-08-03,Travis Head,West Indies,62,17,21,7.0
7744,2023-01-24,Dasun Shanaka,India,94,7,0,9.8
7745,2023-11-23,Quinton de Kock,Bangladesh,91,10,0,9.6
7746,2024-10-25,Jasprit Bumrah,Australia,95,19,0,10.4
7747,2025-02-28,Aiden Markram,Sri Lanka,95,20,0,10.5
7748,2023-03-18,Hardik Pandya,India,68,12,20,7.4
7749,2024-10-21,Mohammed Shami,West Indies,57,12,31,6.3
7750,2023-08-23,Jofra Archer,Sri Lanka,79,16,5,8.7
7751,2024-01-07,Steve Smith,Pakistan,63,15,22,7.0
7752,2023-12-25,Mustafizur Rahman,Afghanistan,84,20,0,9.4
7753,2024-06-11,Angelo Mathews,England,81,13,6,8.8
7754,2023-07-30,Pat Cummins,Sri Lanka,62,8,30,6.6
7755,2023-12-12,Virat Kohli,Sri Lanka,93,4,3,9.5
7756,2023-01-12,Jonny Bairstow,West Indies,93,13,0,9.9
7757,2024-10-20,Ben Stokes,Australia,71,6,23,7.4
7758,2024-09-20,Fakhar Zaman,Afghanistan,57,15,28,6.5
7759,2024-10-15,Suryakumar Yadav,New Zealand,94,13,0,10.0
7760,2023-05-15,Tom Latham,South Africa,75,14,11,8.2
7761,2023-06-13,Aiden Markram,South Africa,59,16,25,6.7
7762,2024-07-02,Mohammad Rizwan,Pakistan,95,6,0,9.8
7763,2024-06-23,Glenn Maxwell,South Africa,61,18,21,7.0
7764,2024-07-29,Suryakumar Yadav,England,73,7,20,7.7
7765,2023-01-14,Devon Conway,Sri Lanka,78,14,8,8.5
7766,2025-01-09,Jonny Bairstow,Sri Lanka,64,5,31,6.7
7767,2024-03-18,Suryakumar Yadav,Pakistan,80,10,10,8.5
7768,2024-04-20,Kagiso Rabada,Afghanistan,88,13,0,9.4
7769,2023-07-28,Steve Smith,England,87,19,0,9.7
7770,2025-03-23,Wanindu Hasaranga,India,88,19,0,9.8
7771,2025-04-19,Ravindra Jadeja,South Africa,66,10,24,7.1
7772,2024-02-06,Ben Stokes,Sri Lanka,93,13,0,9.9
7773,2025-04-07,Rohit Sharma,Australia,65,4,31,6.7
7774,2023-07-09,David Warner,Sri Lanka,80,5,15,8.2
7775,2023-07-27,Travis Head,Bangladesh,95,11,0,10.0
7776,2025-01-19,Travis Head,Sri Lanka,56,6,38,5.9
7777,2024-02-24,Litton Das,South Africa,90,19,0,9.9
7778,2024-03-17,Andre Russell,India,71,17,12,8.0
7779,2024-07-02,Tom Latham,Pakistan,60,5,35,6.2
7780,2024-09-05,Jos Buttler,Afghanistan,82,7,11,8.6
7781,2023-03-29,Ben Stokes,Afghanistan,72,3,25,7.3
7782,2023-11-19,Glenn Maxwell,South Africa,57,10,33,6.2
7783,2024-10-30,Rashid Khan,England,66,4,30,6.8
7784,2024-01-28,Devon Conway,South Africa,95,20,0,10.5
7785,2024-05-10,Mustafizur Rahman,New Zealand,72,18,10,8.1
7786,2024-04-08,Jos Buttler,India,72,7,21,7.5
7787,2025-02-20,Mitchell Starc,New Zealand,61,16,23,6.9
7788,2024-01-06,Yashasvi Jaiswal,England,60,9,31,6.5
7789,2023-06-22,Kagiso Rabada,Pakistan,85,5,10,8.8
7790,2023-02-21,Fakhar Zaman,New Zealand,77,20,3,8.7
7791,2025-04-03,Jasprit Bumrah,Australia,74,10,16,7.9
7792,2023-11-09,Andre Russell,England,67,18,15,7.6
7793,2023-09-27,Temba Bavuma,Australia,84,14,2,9.1
7794,2024-02-15,Rashid Khan,New Zealand,75,3,22,7.7
7795,2024-02-10,Devon Conway,Bangladesh,77,20,3,8.7
7796,2023-05-21,Jasprit Bumrah,Pakistan,74,15,11,8.1
7797,2023-03-16,Yashasvi Jaiswal,Sri Lanka,67,8,25,7.1
7798,2024-12-16,Quinton de Kock,India,79,9,12,8.3
7799,2024-05-01,Rahmanullah Gurbaz,India,62,12,26,6.8
7800,2025-02-11,Babar Azam,South Africa,64,3,33,6.6
7801,2024-04-27,Pat Cummins,India,89,17,0,9.8
7802,2024-06-26,Rahmanullah Gurbaz,India,87,17,0,9.5
7803,2023-10-09,Harry Brook,India,76,18,6,8.5
7804,2024-04-25,Glenn Maxwell,Sri Lanka,92,11,0,9.8
7805,2023-10-04,Mohammad Rizwan,Sri Lanka,80,11,9,8.6
7806,2025-04-07,Dasun Shanaka,Sri Lanka,70,12,18,7.6
7807,2023-04-28,Joe Root,Bangladesh,57,3,40,5.8
7808,2025-06-17,KL Rahul,Bangladesh,66,12,22,7.2
7809,2024-09-01,Jasprit Bumrah,India,71,11,18,7.7
7810,2023-11-22,Mujeeb Ur Rahman,Australia,70,15,15,7.8
7811,2023-07-21,Suryakumar Yadav,England,93,15,0,10.0
7812,2023-06-16,Mohammed Shami,India,82,4,14,8.4
7813,2023-08-23,Mitchell Starc,Afghanistan,56,20,24,6.6
7814,2023-01-07,Nicholas Pooran,Pakistan,64,5,31,6.7
7815,2024-11-28,Ravindra Jadeja,Pakistan,73,5,22,7.5
7816,2023-09-07,Nicholas Pooran,India,88,4,8,9.0
7817,2023-12-14,Mustafizur Rahman,Australia,92,8,0,9.6
7818,2024-06-09,Glenn Maxwell,India,68,5,27,7.0
7819,2023-05-28,Nicholas Pooran,Sri Lanka,77,5,18,8.0
7820,2024-11-03,Yashasvi Jaiswal,Bangladesh,59,10,31,6.4
7821,2025-01-20,Mitchell Starc,South Africa,65,17,18,7.3
7822,2023-12-05,Travis Head,South Africa,89,3,8,9.1
7823,2024-05-15,Devon Conway,India,74,18,8,8.3
7824,2024-01-11,Harry Brook,Afghanistan,64,10,26,6.9
7825,2023-02-05,Andre Russell,Afghanistan,78,15,7,8.6
7826,2023-10-14,Mujeeb Ur Rahman,India,60,4,36,6.2
7827,2024-05-17,Trent Boult,Australia,82,11,7,8.8
7828,2023-06-14,Jasprit Bumrah,Afghanistan,72,6,22,7.5
7829,2024-02-08,Devon Conway,England,87,20,0,9.7
7830,2024-07-08,Andre Russell,Afghanistan,86,3,11,8.8
7831,2024-12-03,David Warner,India,78,13,9,8.4
7832,2024-04-26,Ravindra Jadeja,South Africa,85,17,0,9.4
7833,2023-06-22,Jason Holder,New Zealand,57,7,36,6.0
7834,2025-01-26,Kane Williamson,Pakistan,78,11,11,8.3
7835,2023-01-12,MS Dhoni,Afghanistan,78,19,3,8.8
7836,2023-06-24,Temba Bavuma,India,67,8,25,7.1
7837,2025-04-13,Trent Boult,Afghanistan,82,17,1,9.1
7838,2023-04-17,Jonny Bairstow,Pakistan,60,13,27,6.7
7839,2023-11-03,Wanindu Hasaranga,New Zealand,94,3,3,9.5
7840,2024-04-20,Yashasvi Jaiswal,Sri Lanka,56,9,35,6.0
7841,2023-12-27,Rashid Khan,England,62,14,24,6.9
7842,2023-03-17,Kusal Mendis,India,71,11,18,7.7
7843,2023-06-20,Jonny Bairstow,England,88,14,0,9.5
7844,2024-07-14,KL Rahul,Pakistan,87,11,2,9.2
7845,2024-03-10,Shubman Gill,Pakistan,69,20,11,7.9
7846,2025-04-26,Jasprit Bumrah,New Zealand,75,17,8,8.3
7847,2023-10-05,Kagiso Rabada,West Indies,70,7,23,7.3
7848,2023-05-06,Mohammad Rizwan,Sri Lanka,72,6,22,7.5
7849,2024-10-17,Angelo Mathews,Australia,60,16,24,6.8
7850,2023-12-15,Rishabh Pant,West Indies,61,5,34,6.3
7851,2023-09-25,Angelo Mathews,India,86,16,0,9.4
7852,2023-01-09,Mujeeb Ur Rahman,Sri Lanka,86,3,11,8.8
7853,2023-09-14,David Warner,Afghanistan,92,20,0,10.2
7854,2023-10-05,Ravindra Jadeja,South Africa,65,12,23,7.1
7855,2023-06-11,Quinton de Kock,Australia,78,15,7,8.6
7856,2024-06-26,Hardik Pandya,England,89,4,7,9.1
7857,2025-05-24,Fakhar Zaman,India,86,4,10,8.8
7858,2023-05-22,David Warner,New Zealand,81,7,12,8.4
7859,2024-01-21,Ben Stokes,Afghanistan,70,5,25,7.2
7860,2023-02-24,Litton Das,Afghanistan,71,12,17,7.7
7861,2023-04-28,Kagiso Rabada,Sri Lanka,57,8,35,6.1
7862,2024-10-10,Rishabh Pant,India,91,19,0,10.0
7863,2024-02-04,Andre Russell,Pakistan,68,4,28,7.0
7864,2024-10-13,Angelo Mathews,South Africa,80,12,8,8.6
7865,2023-09-11,Travis Head,West Indies,68,19,13,7.8
7866,2025-02-25,Babar Azam,England,64,5,31,6.7
7867,2023-10-22,Virat Kohli,Sri Lanka,55,16,29,6.3
7868,2024-07-20,Virat Kohli,India,87,9,4,9.2
7869,2025-05-06,Andre Russell,Australia,70,3,27,7.1
7870,2024-10-18,Litton Das,West Indies,75,5,20,7.8
7871,2025-05-31,Jasprit Bumrah,Pakistan,80,16,4,8.8
7872,2024-06-21,Glenn Maxwell,Bangladesh,77,15,8,8.4
7873,2023-10-15,Devon Conway,Sri Lanka,91,16,0,9.9
7874,2025-06-02,MS Dhoni,England,57,4,39,5.9
7875,2024-11-07,Tom Latham,West Indies,89,10,1,9.4
7876,2023-04-26,Rahmanullah Gurbaz,Sri Lanka,78,16,6,8.6
7877,2023-10-27,Tom Latham,Sri Lanka,72,14,14,7.9
7878,2023-08-08,Jos Buttler,England,89,7,4,9.2
7879,2024-10-23,Mustafizur Rahman,England,77,4,19,7.9
7880,2024-04-16,Rashid Khan,New Zealand,95,6,0,9.8
7881,2023-12-06,Angelo Mathews,West Indies,64,7,29,6.8
7882,2023-07-16,Shimron Hetmyer,Afghanistan,92,12,0,9.8
7883,2023-03-07,Trent Boult,West Indies,65,11,24,7.0
7884,2024-05-25,Steve Smith,Sri Lanka,61,13,26,6.8
7885,2023-06-20,Shimron Hetmyer,Australia,56,3,41,5.8
7886,2024-08-17,Tom Latham,England,63,6,31,6.6
7887,2024-03-10,Litton Das,Afghanistan,94,7,0,9.8
7888,2024-02-01,Tom Latham,Australia,83,3,14,8.4
7889,2024-12-16,Suryakumar Yadav,England,85,5,10,8.8
7890,2024-07-17,Kane Williamson,India,70,19,11,8.0
7891,2023-02-08,Kagiso Rabada,South Africa,55,4,41,5.7
7892,2024-08-22,KL Rahul,Australia,58,13,29,6.5
7893,2023-05-28,Mitchell Starc,New Zealand,88,10,2,9.3
7894,2023-12-29,Kane Williamson,Sri Lanka,92,5,3,9.4
7895,2024-07-23,Rashid Khan,West Indies,84,19,0,9.4
7896,2024-10-27,Nicholas Pooran,New Zealand,65,11,24,7.0
7897,2023-02-07,Hardik Pandya,England,87,3,10,8.8
7898,2023-04-19,Jonny Bairstow,Sri Lanka,88,5,7,9.1
7899,2023-01-19,Jonny Bairstow,Australia,55,4,41,5.7
7900,2023-02-15,Jos Buttler,England,91,7,2,9.4
7901,2025-05-06,Mujeeb Ur Rahman,Sri Lanka,69,8,23,7.3
7902,2024-03-21,Mohammad Rizwan,England,87,4,9,8.9
7903,2023-08-18,Quinton de Kock,England,92,18,0,10.1
7904,2024-07-29,Shubman Gill,Bangladesh,88,4,8,9.0
7905,2023-07-19,Rohit Sharma,Pakistan,88,9,3,9.2
7906,2025-01-31,Mohammed Shami,Pakistan,60,15,25,6.8
7907,2025-01-12,Jason Holder,New Zealand,86,10,4,9.1
7908,2024-09-02,Shaheen Afridi,India,70,4,26,7.2
7909,2025-04-01,Jos Buttler,Pakistan,56,10,34,6.1
7910,2023-01-16,Harry Brook,India,95,14,0,10.2
7911,2024-11-03,Ben Stokes,South Africa,71,12,17,7.7
7912,2024-02-28,Mustafizur Rahman,South Africa,57,18,25,6.6
7913,2023-03-30,Kagiso Rabada,West Indies,81,5,14,8.3
7914,2023-06-24,Tom Latham,South Africa,72,12,16,7.8
7915,2023-04-22,Joe Root,South Africa,82,15,3,8.9
7916,2025-04-24,Fakhar Zaman,England,85,12,3,9.1
7917,2024-06-29,Yashasvi Jaiswal,West Indies,60,3,37,6.2
7918,2025-01-13,Litton Das,Pakistan,59,17,24,6.8
7919,2024-09-06,Dasun Shanaka,Australia,63,10,27,6.8
7920,2023-07-09,Rashid Khan,Afghanistan,68,11,21,7.3
7921,2024-11-30,Mohammad Rizwan,Bangladesh,61,3,36,6.2
7922,2024-04-12,Nicholas Pooran,Afghanistan,75,5,20,7.8
7923,2024-02-25,Nicholas Pooran,New Zealand,80,5,15,8.2
7924,2025-02-02,Mohammad Rizwan,Afghanistan,95,10,0,10.0
7925,2023-11-14,Jos Buttler,West Indies,71,19,10,8.1
7926,2025-05-11,Yashasvi Jaiswal,India,66,17,17,7.5
7927,2023-09-24,Mohammad Rizwan,New Zealand,70,15,15,7.8
7928,2023-11-28,Ravindra Jadeja,Sri Lanka,58,9,33,6.2
7929,2024-10-22,Kagiso Rabada,India,80,20,0,9.0
7930,2024-07-10,Andre Russell,Australia,92,10,0,9.7
7931,2024-02-19,Jofra Archer,Afghanistan,59,20,21,6.9
7932,2023-02-28,Rishabh Pant,West Indies,70,13,17,7.7
7933,2023-12-12,Jason Holder,New Zealand,86,4,10,8.8
7934,2024-01-07,Virat Kohli,India,62,9,29,6.7
7935,2024-09-02,Jasprit Bumrah,South Africa,58,7,35,6.2
7936,2024-12-16,Steve Smith,Australia,73,10,17,7.8
7937,2024-04-23,Mohammad Rizwan,Australia,78,7,15,8.1
7938,2024-11-15,Jasprit Bumrah,England,71,12,17,7.7
7939,2024-03-08,Jason Holder,India,85,9,6,8.9
7940,2023-04-29,Shubman Gill,Australia,66,18,16,7.5
7941,2023-09-23,David Warner,New Zealand,88,15,0,9.5
7942,2025-01-27,Glenn Maxwell,Afghanistan,85,20,0,9.5
7943,2025-03-28,Quinton de Kock,England,63,18,19,7.2
7944,2023-08-15,Litton Das,Sri Lanka,92,15,0,9.9
7945,2023-02-23,Mohammad Rizwan,Sri Lanka,58,9,33,6.2
7946,2025-04-18,Mitchell Starc,Australia,58,16,26,6.6
7947,2023-10-18,Trent Boult,South Africa,62,11,27,6.8
7948,2025-04-29,Litton Das,Australia,93,13,0,9.9
7949,2023-12-12,Shaheen Afridi,India,60,11,29,6.6
7950,2025-02-23,Aiden Markram,Sri Lanka,70,20,10,8.0
7951,2023-11-29,Angelo Mathews,South Africa,91,4,5,9.3
7952,2023-10-26,Wanindu Hasaranga,Sri Lanka,81,15,4,8.8
7953,2024-10-27,Ravindra Jadeja,Pakistan,85,6,9,8.8
7954,2023-12-27,Angelo Mathews,West Indies,79,3,18,8.1
7955,2024-08-25,KL Rahul,New Zealand,83,15,2,9.1
7956,2023-07-22,Jasprit Bumrah,Pakistan,95,20,0,10.5
7957,2025-04-09,Mustafizur Rahman,Pakistan,78,9,13,8.2
7958,2024-09-30,Aiden Markram,New Zealand,75,7,18,7.9
7959,2023-12-31,Jasprit Bumrah,England,92,19,0,10.1
7960,2024-03-19,Pat Cummins,West Indies,61,20,19,7.1
7961,2023-11-19,Mujeeb Ur Rahman,Australia,64,3,33,6.6
7962,2023-01-07,Litton Das,Australia,87,3,10,8.8
7963,2024-03-14,Tom Latham,Afghanistan,67,14,19,7.4
7964,2023-11-29,Andre Russell,Afghanistan,83,7,10,8.7
7965,2023-09-04,MS Dhoni,Australia,92,8,0,9.6
7966,2024-03-12,Pat Cummins,West Indies,73,6,21,7.6
7967,2024-11-08,Joe Root,West Indies,58,14,28,6.5
7968,2023-09-09,Yashasvi Jaiswal,Bangladesh,78,20,2,8.8
7969,2023-04-06,Harry Brook,Bangladesh,55,16,29,6.3
7970,2024-05-02,Shakib Al Hasan,England,64,11,25,6.9
7971,2023-11-03,Suryakumar Yadav,England,63,13,24,6.9
7972,2024-03-01,David Warner,Sri Lanka,68,19,13,7.8
7973,2024-08-27,Ravindra Jadeja,Sri Lanka,92,3,5,9.4
7974,2024-04-15,Nicholas Pooran,Australia,82,15,3,8.9
7975,2023-10-07,Rishabh Pant,Bangladesh,90,14,0,9.7
7976,2024-07-16,Hardik Pandya,South Africa,87,7,6,9.1
7977,2023-11-20,MS Dhoni,South Africa,91,5,4,9.4
7978,2023-09-07,Quinton de Kock,South Africa,61,4,35,6.3
7979,2024-08-12,Mustafizur Rahman,South Africa,65,9,26,6.9
7980,2025-01-12,Mujeeb Ur Rahman,Pakistan,80,19,1,8.9
7981,2023-01-03,Virat Kohli,West Indies,68,16,16,7.6
7982,2025-06-16,Nicholas Pooran,South Africa,71,13,16,7.8
7983,2024-09-16,MS Dhoni,Bangladesh,65,17,18,7.3
7984,2024-06-01,Trent Boult,New Zealand,59,15,26,6.7
7985,2023-04-10,Shubman Gill,West Indies,57,12,31,6.3
7986,2023-07-14,KL Rahul,South Africa,87,20,0,9.7
7987,2024-10-02,Rashid Khan,New Zealand,66,15,19,7.3
7988,2023-01-31,Mustafizur Rahman,England,57,19,24,6.7
7989,2024-03-01,Nicholas Pooran,West Indies,81,7,12,8.4
7990,2024-03-31,Shaheen Afridi,Australia,88,15,0,9.5
7991,2023-07-24,Jos Buttler,Sri Lanka,72,11,17,7.8
7992,2023-10-23,Hardik Pandya,Pakistan,61,18,21,7.0
7993,2024-10-17,Pat Cummins,West Indies,91,8,1,9.5
